,vader_compound,vader_compound,textblob_polarity,textblob_polarity,afinn_score,afinn_score,hf_roberta_score,hf_roberta_score,hf_sst2_score,hf_sst2_score
,mean,std,mean,std,mean,std,mean,std,mean,std
status,,,,,,,,,,
ghosted,,,,,0.0,0.0,,,,
rejection,0.9026615384615385,0.18352102303942158,0.1544613131966073,0.14260003918062744,15.538461538461538,8.714120577309991,0.3504747318533751,0.48497846657820154,0.3801573102290814,0.8250049351569487
rejection_with_feedback,0.9009,,0.27578125,,16.0,,-0.0013211816549301147,,0.9969265460968018,
